employee_id,department,role,tenure_years,q_work_life_balance,q_manager_effectiveness,q_career_growth,overall_satisfaction,satisfaction_category,open_comment,composite_engagement_score,cleaned_comment,sentiment_score,tfidf_average,tfidf_bad,tfidf_balance,tfidf_benefits,tfidf_best,tfidf_better,tfidf_communication,tfidf_company,tfidf_days,tfidf_decent,tfidf_doesnt,tfidf_enough,tfidf_excellent,tfidf_fine,tfidf_good,tfidf_great,tfidf_growth,tfidf_ive,tfidf_life,tfidf_listen,tfidf_love,tfidf_management,tfidf_need,tfidf_okay,tfidf_opportunities,tfidf_overworked,tfidf_place,tfidf_poor,tfidf_repetitive,tfidf_supportive,tfidf_team,tfidf_underpaid,tfidf_work,tfidf_worked
EMP0226,Sales,Individual Contributor,9.6,5.0,1.0,5.0,3.2949965916281503,Medium,It's okay here.,3.6666666666666665,okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0227,Finance,Individual Contributor,6.4,4.0,5.0,4.0,4.205439122150956,High,Excellent work life balance and growth.,4.333333333333333,excellent work life balance growth,0.743,0.0,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374683341585356,0.0,0.0,0.0,0.4689388333098127,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850669645798451,0.0
EMP0228,Engineering,Individual Contributor,12.2,1.0,5.0,4.0,3.0285541194868424,Medium,Decent team.,3.333333333333333,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0229,Finance,Director,6.3,5.0,5.0,4.0,4.875239445445644,High,Excellent work life balance and growth.,4.666666666666667,excellent work life balance growth,0.743,0.0,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374683341585356,0.0,0.0,0.0,0.4689388333098127,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850669645798451,0.0
EMP0230,HR,Individual Contributor,6.3,3.0,1.0,4.0,2.8841599038422343,Medium,Decent team.,2.6666666666666665,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0231,Marketing,Manager,15.0,4.0,2.0,1.0,2.276631837882092,Low,Poor communication.,2.333333333333333,poor communication,-0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0
EMP0232,Engineering,Individual Contributor,1.4,3.0,4.0,3.0,3.175688201488445,Medium,Decent team.,3.333333333333333,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0233,Engineering,Individual Contributor,18.1,3.0,5.0,3.0,3.733531276449812,High,Love my team.,3.6666666666666665,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7935991622222318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6084409336329797,0.0,0.0,0.0
EMP0234,Engineering,Individual Contributor,17.1,2.0,2.0,4.0,2.3603238032243703,Low,Not enough growth opportunities.,2.6666666666666665,enough growth opportunities,-0.5216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190702730735119,0.0,0.0,0.0,0.0,0.4832225098165179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190702730735119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0235,Sales,Individual Contributor,13.5,3.0,3.0,1.0,2.761835530432285,Medium,"Benefits are fine, but work is repetitive.",2.333333333333333,benefits fine work repetitive,-0.0772,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.3284487664699491,0.0
EMP0236,Marketing,Individual Contributor,12.1,1.0,5.0,4.0,3.282752570032072,Medium,Average place to work.,3.333333333333333,average place work,0.0,0.716170623436921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696824445114426,0.0,0.0,0.0,0.0,0.0,0.4031892242377505,0.0
EMP0237,Engineering,Manager,17.9,3.0,4.0,1.0,2.7514528644584533,Medium,It's okay here.,2.6666666666666665,okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0238,Sales,Individual Contributor,4.1,4.0,3.0,4.0,3.817282179484276,High,Excellent work life balance and growth.,3.6666666666666665,excellent work life balance growth,0.743,0.0,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374683341585356,0.0,0.0,0.0,0.4689388333098127,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850669645798451,0.0
EMP0239,HR,Director,2.0,5.0,3.0,2.0,3.35993281491776,Medium,Average place to work.,3.333333333333333,average place work,0.0,0.716170623436921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696824445114426,0.0,0.0,0.0,0.0,0.0,0.4031892242377505,0.0
EMP0240,Sales,Individual Contributor,5.2,4.0,3.0,2.0,3.212112573343714,Medium,Average place to work.,3.0,average place work,0.0,0.716170623436921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696824445114426,0.0,0.0,0.0,0.0,0.0,0.4031892242377505,0.0
EMP0241,Finance,Manager,16.0,3.0,5.0,5.0,4.072583335158384,High,Great place to work!,4.333333333333333,great place work,0.6588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7074155840280705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769247208396414,0.0,0.0,0.0,0.0,0.0,0.4083149004853065,0.0
EMP0242,Finance,Manager,1.2,5.0,1.0,4.0,3.649990007677955,High,Best company I've worked for!,3.333333333333333,best company ive worked,0.6696,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
EMP0243,Finance,Manager,11.9,5.0,4.0,3.0,4.160304494212595,High,Excellent work life balance and growth.,4.0,excellent work life balance growth,0.743,0.0,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374683341585356,0.0,0.0,0.0,0.4689388333098127,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850669645798451,0.0
EMP0244,Engineering,Manager,19.9,2.0,4.0,5.0,3.373185662092187,Medium,"Benefits are fine, but work is repetitive.",3.6666666666666665,benefits fine work repetitive,-0.0772,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.3284487664699491,0.0
EMP0245,Sales,Manager,17.2,5.0,4.0,2.0,4.024874522992297,High,Great place to work!,3.6666666666666665,great place work,0.6588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7074155840280705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769247208396414,0.0,0.0,0.0,0.0,0.0,0.4083149004853065,0.0
EMP0246,Finance,Individual Contributor,10.7,3.0,3.0,4.0,3.2478160732991537,Medium,Decent team.,3.333333333333333,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0247,Engineering,Individual Contributor,1.7,3.0,3.0,5.0,3.0920067763232497,Medium,"Benefits are fine, but work is repetitive.",3.6666666666666665,benefits fine work repetitive,-0.0772,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.3284487664699491,0.0
EMP0248,Finance,Individual Contributor,16.7,3.0,1.0,4.0,3.1763024527895563,Medium,"Benefits are fine, but work is repetitive.",2.6666666666666665,benefits fine work repetitive,-0.0772,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.3284487664699491,0.0
EMP0249,Finance,Director,12.2,5.0,5.0,2.0,3.796091146513149,High,Excellent work life balance and growth.,4.0,excellent work life balance growth,0.743,0.0,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374683341585356,0.0,0.0,0.0,0.4689388333098127,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850669645798451,0.0
EMP0250,Finance,Individual Contributor,2.7,4.0,5.0,5.0,4.093832875019289,High,Best company I've worked for!,4.666666666666667,best company ive worked,0.6696,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
EMP0251,Engineering,Manager,2.3,2.0,2.0,2.0,1.9984686273304209,Low,Overworked and underpaid.,2.0,overworked underpaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0
EMP0252,Engineering,Individual Contributor,18.2,4.0,4.0,1.0,2.9027758618867345,Medium,"Benefits are fine, but work is repetitive.",3.0,benefits fine work repetitive,-0.0772,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.3284487664699491,0.0
EMP0253,Finance,Individual Contributor,13.5,4.0,1.0,2.0,2.423753694199045,Low,Not enough growth opportunities.,2.333333333333333,enough growth opportunities,-0.5216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190702730735119,0.0,0.0,0.0,0.0,0.4832225098165179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190702730735119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0254,Engineering,Individual Contributor,16.7,2.0,5.0,4.0,3.2099801245566653,Medium,Decent team.,3.6666666666666665,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0255,Sales,Individual Contributor,17.6,3.0,3.0,3.0,3.9626796419107713,High,Love my team.,3.0,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7935991622222318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6084409336329797,0.0,0.0,0.0
EMP0256,Engineering,Individual Contributor,11.6,4.0,4.0,2.0,3.2015521768215582,Medium,It's okay here.,3.333333333333333,okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0257,Finance,Individual Contributor,10.6,3.0,2.0,3.0,2.570400186548757,Medium,Average place to work.,2.6666666666666665,average place work,0.0,0.716170623436921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696824445114426,0.0,0.0,0.0,0.0,0.0,0.4031892242377505,0.0
EMP0258,HR,Individual Contributor,8.9,5.0,1.0,1.0,2.71336498027497,Medium,"Benefits are fine, but work is repetitive.",2.333333333333333,benefits fine work repetitive,-0.0772,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.3284487664699491,0.0
EMP0259,Engineering,Individual Contributor,6.7,1.0,3.0,5.0,2.087015710503195,Low,Management doesn't listen.,3.0,management doesnt listen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187493003443687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187493003443687,0.0,0.4840440131297036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0260,Sales,Individual Contributor,9.0,4.0,2.0,3.0,3.264835068025389,Medium,It's okay here.,3.0,okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0261,HR,Individual Contributor,15.6,4.0,1.0,3.0,2.914285850708024,Medium,Decent team.,2.6666666666666665,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0262,Finance,Manager,12.2,5.0,1.0,5.0,3.666515710861349,High,Love my team.,3.6666666666666665,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7935991622222318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6084409336329797,0.0,0.0,0.0
EMP0263,Sales,Individual Contributor,17.9,3.0,5.0,2.0,3.029551467931753,Medium,"Some good days, some bad days.",3.333333333333333,good days bad days,-0.1531,0.0,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0264,Engineering,Individual Contributor,9.1,2.0,5.0,3.0,3.381011951884196,Medium,Average place to work.,3.333333333333333,average place work,0.0,0.716170623436921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696824445114426,0.0,0.0,0.0,0.0,0.0,0.4031892242377505,0.0
EMP0265,Finance,Individual Contributor,12.3,4.0,1.0,4.0,2.856423502267602,Medium,It's okay here.,3.0,okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0266,Marketing,Individual Contributor,12.8,5.0,3.0,2.0,3.4176463101353227,Medium,Average place to work.,3.333333333333333,average place work,0.0,0.716170623436921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696824445114426,0.0,0.0,0.0,0.0,0.0,0.4031892242377505,0.0
EMP0267,HR,Individual Contributor,12.0,3.0,5.0,2.0,3.0311608596082467,Medium,Average place to work.,3.333333333333333,average place work,0.0,0.716170623436921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696824445114426,0.0,0.0,0.0,0.0,0.0,0.4031892242377505,0.0
EMP0268,Marketing,Individual Contributor,14.2,1.0,3.0,2.0,1.9910311558749472,Low,Need better work life balance.,2.0,need better work life balance,0.4404,0.0,0.0,0.4269063803966587,0.0,0.0,0.5306837284067527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4269063803966587,0.0,0.0,0.0,0.5306837284067527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687962900820296,0.0
EMP0269,Engineering,Individual Contributor,5.1,3.0,1.0,4.0,3.0996228578150324,Medium,Decent team.,2.6666666666666665,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0270,Engineering,Individual Contributor,10.5,3.0,5.0,1.0,2.441688021200365,Low,Management doesn't listen.,3.0,management doesnt listen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187493003443687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187493003443687,0.0,0.4840440131297036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0271,Marketing,Individual Contributor,2.5,3.0,2.0,5.0,3.333797306625194,Medium,It's okay here.,3.333333333333333,okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0272,Marketing,Manager,8.0,5.0,1.0,3.0,3.4569765325659048,Medium,Decent team.,3.0,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0273,Finance,Manager,10.0,3.0,4.0,1.0,2.5735566758082684,Medium,Decent team.,2.6666666666666665,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0274,Finance,Individual Contributor,13.2,4.0,3.0,3.0,3.060687287711234,Medium,It's okay here.,3.333333333333333,okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0275,Engineering,Individual Contributor,19.0,3.0,1.0,5.0,3.126289058138221,Medium,Decent team.,3.0,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0276,Engineering,Individual Contributor,12.2,1.0,1.0,3.0,2.20049605101313,Low,Need better work life balance.,1.6666666666666667,need better work life balance,0.4404,0.0,0.0,0.4269063803966587,0.0,0.0,0.5306837284067527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4269063803966587,0.0,0.0,0.0,0.5306837284067527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687962900820296,0.0
EMP0277,Marketing,Individual Contributor,15.0,4.0,5.0,2.0,3.9671566532936406,High,Best company I've worked for!,3.6666666666666665,best company ive worked,0.6696,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
EMP0278,HR,Director,10.4,5.0,5.0,2.0,4.209772801374448,High,Excellent work life balance and growth.,4.0,excellent work life balance growth,0.743,0.0,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374683341585356,0.0,0.0,0.0,0.4689388333098127,0.0,0.4527477145696671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850669645798451,0.0
EMP0279,Marketing,Individual Contributor,12.9,4.0,5.0,4.0,4.3293741212825925,High,Love my team.,4.333333333333333,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7935991622222318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6084409336329797,0.0,0.0,0.0
EMP0280,Marketing,Individual Contributor,1.9,3.0,4.0,1.0,2.43029623338471,Low,Management doesn't listen.,2.6666666666666665,management doesnt listen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187493003443687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187493003443687,0.0,0.4840440131297036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0281,Finance,Individual Contributor,5.5,5.0,5.0,1.0,4.059573485103183,High,Very supportive management.,3.6666666666666665,supportive management,0.3597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6537925469162138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7566738436055593,0.0,0.0,0.0,0.0
EMP0282,Engineering,Manager,7.6,3.0,3.0,3.0,2.642987044005753,Medium,"Benefits are fine, but work is repetitive.",3.0,benefits fine work repetitive,-0.0772,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453199084954228,0.0,0.0,0.0,0.3284487664699491,0.0
EMP0283,Engineering,Individual Contributor,9.7,1.0,5.0,4.0,2.75858250440342,Medium,"Some good days, some bad days.",3.333333333333333,good days bad days,-0.1531,0.0,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0284,Sales,Individual Contributor,1.4,5.0,2.0,1.0,3.0093439183539474,Medium,Decent team.,2.6666666666666665,decent team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652715372104909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437076000293086,0.0,0.0,0.0
EMP0285,Engineering,Individual Contributor,3.2,2.0,5.0,4.0,3.695847162655936,High,Great place to work!,3.6666666666666665,great place work,0.6588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7074155840280705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769247208396414,0.0,0.0,0.0,0.0,0.0,0.4083149004853065,0.0
EMP0286,Sales,Individual Contributor,5.9,4.0,4.0,5.0,4.564634131622652,High,Great place to work!,4.333333333333333,great place work,0.6588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7074155840280705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769247208396414,0.0,0.0,0.0,0.0,0.0,0.4083149004853065,0.0
